ID,Name,Group,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Saturated Fats,Calcium,"Iron, Fe","Potassium, K",Magnesium,Net-Carbs,PRAL score,Sucrose,Glucose (Dextrose),Fructose,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated"
172103,Egg Rolls Pork Refrigerated Heated,Prepared Meals,227,8.18,9.94,28.49,1.67,0,1.65,34,1.55,212,20,28.49,2.796,1.6,1.18,0.7,2350,2464
172107,Hot Pockets Meatballs & Mozzarella Stuffed Sandwich Frozen,Prepared Meals,252,10.23,9.32,30.68,7.73,2.2,3.93,181,2.08,204,22,28.48,4.213,0,0.97,1,2787,2611
172109,Lean Pockets Meatballs & Mozzarella,Prepared Meals,240,7.7,10.49,32.28,8.81,2,3.087,196,2.06,221,23,30.28,3.984,0.28,1.3,1.24,1971,1479
172223,Queso Fresco,Dairy and Egg Products,299,23.82,18.09,2.98,2.32,0,12.94,566,0.2,129,24,2.98,12.398,0,0,0,5966,1106
172231,Ground Turmeric,Spices and Herbs,312,3.25,9.68,67.14,3.21,22.7,1.838,168,55,2080,208,44.44,-35.736,2.38,0.38,0.45,449,756
172232,Basil,Spices and Herbs,23,0.64,3.15,2.65,0.3,1.6,0.041,177,3.17,295,64,1.05,-6.593,0,0.02,0.02,88,389
172234,Yellow Mustard,Spices and Herbs,60,3.34,3.74,5.83,0.92,4,0.214,63,1.61,152,48,1.83,0.54,0.21,0.47,0.23,2182,774
172252,Finger Snacks Gerber Graduate Puffs Apple And Cinnamon,Baby Foods,344,2.3,6.19,85.79,17.84,3.8,0.143,535,24.74,196,60,81.99,6.941,14.9,1.13,1.81,306,527
172255,Babyfood Tropical Fruit Medley,Baby Foods,46,0.14,0.31,12.22,9.78,1.3,0,0,0,141,5,10.92,-2.548,1.17,3.03,5.57,0,0
172261,Babyfood Dinner Beef With Vegetables,Baby Foods,96,6.93,2.03,6.36,2.16,1.8,2.84,19,0.33,127,15,4.56,-1.439,1.35,0.32,0.49,3120,900
172296,Babyfood Cereal Barley Prepared With Whole Milk,Baby Foods,84,3.26,3.73,9.94,5.1,0.6,1.76,162,3.49,151,18,9.34,0.132,0,0,0,802,309
172297,Babyfood Cereal Oatmeal With Bananas Prepared With Whole Milk,Baby Foods,86,3.46,3.82,10,5.9,0.4,1.82,153,3.63,178,18,9.6,-0.239,0,0,0,859,345
172299,Babyfood Cereal Rice Prepared With Whole Milk,Baby Foods,85,3.38,3.45,10.31,4.87,0,1.793,168,3.63,151,25,10.31,0.177,0,0,0,846,333
172420,Lentils Raw,Beans and Lentils,352,1.06,24.63,63.35,2.03,10.7,0.154,35,6.51,677,47,52.65,6.49,1.47,0,0.27,193,526
172428,Peas Green Split Mature Seeds Raw,Beans and Lentils,364,3.89,23.12,61.63,3.14,22.2,0.408,46,4.73,852,63,39.43,3.455,2.69,0.44,0,615,1022
172442,Miso,Beans and Lentils,198,6.01,12.79,25.37,6.2,5.4,1.025,57,2.49,210,48,19.97,5.716,0,0,6,1118,2884
172465,Refried Beans Canned Fat-Free,Beans and Lentils,79,0.45,5.34,13.5,0.61,4.7,0.093,34,1.62,344,38,8.8,-1.976,0.61,0,0,44,287
172765,Muffins Blueberry Commercially Prepared (Includes Mini-Muffins),Baked Foods,375,16.07,4.49,53,31.47,1.1,2.844,44,1.3,121,10,51.9,4.214,28.01,1.23,1.21,4822,8103
172800,Taco Shells Baked,Baked Foods,476,21.79,6.41,63.49,1.5,6.7,7.105,100,1.64,231,83,56.79,3.405,1,0.1,0.1,6935,5495
172830,Chicken Broiler Rotisserie BBQ Wing Meat And Skin,Meats,257,18.04,23.42,0.6,0.6,0,4.627,33,0.93,285,23,0.6,13.715,0.22,0.21,0.16,7332,2177
172934,Pork Sausage Link/patty Unprepared,Meats,288,24.8,15.39,0.93,0.93,0,7.57,8,1.02,307,15,0.93,5.486,0.1,0.56,0,9844,4432
172969,Scrapple Pork,Meats,213,13.87,8.06,14.06,0.2,0.3,4.732,7,1.89,158,13,13.76,2.995,0,0.2,0,6156,1664
173131,Microwave Popcorn,Snacks,402,6.1,10.72,76.04,0.65,13.6,1.184,14,2.87,284,124,62.44,7.065,0.65,0,0,2767,2216
173136,Formulated Bar Mars Snackfood Us Snickers Marathon Energy Bar All Flavors,Snacks,386,10.79,21.91,50.3,28.71,6.7,4.753,754,16.31,351,317,43.6,2.026,14.27,8.61,0.48,3920,1917
173137,Formulated Bar Power Bar Chocolate,Snacks,363,3.11,14.15,69.63,30.07,5.7,1.32,504,11.7,362,248,63.93,8.939,0.52,11.94,15.96,1050,589
173139,Formulated Bar Slim-Fast Optima Meal Bar Milk Chocolate Peanut,Snacks,386,8.92,16.19,60.21,25,5.1,5.36,668,4.98,289,250,55.11,11.477,7.58,1.24,0.52,2428,1132
173141,Popcorn Microwave Regular (Butter) Flavor Made With Palm Oil,Snacks,535,30.22,8.38,57.26,0.3,10,14.598,23,2.06,393,110,47.26,2.797,0.3,0,0,10538,4124
173149,Formulated Bar High Fiber Chewy Oats And Chocolate,Snacks,389,10,5,69.82,25,22.5,3.397,250,0.9,447,190,47.32,0.274,12.2,6.86,1.57,3522,2334
173157,Snacks Peas Roasted Wasabi-Flavored,Snacks,432,14.11,14.11,62.2,14.11,3.8,5.29,123,3.8,732,102,58.4,-2.823,12.73,0.24,0.78,5792,1951
173160,Snacks Shrimp Cracker,Snacks,426,17.86,7.14,59.09,21.43,5.6,5.357,20,1.91,193,72,53.49,4.34,21.4,0,0.02,7997,3971
173175,Acai Berry Drink Fortified,Beverages,62,0.83,0.83,12.83,11.1,1.2,0,19,0.16,130,11,11.63,-2.392,0.8,3.7,6.6,0,0
173206,Sprite,Beverages,40,0.02,0.05,10.14,8.98,0,0,2,0.11,1,1,10.14,-0.049,0.65,3.13,5.19,0,0
173210,Energy Drink Red Bull,Beverages,43,0,0.46,10.23,10.22,0,0,6,0.06,3,19,10.23,-0.416,5.19,3.4,1.63,0,0
173298,McDonalds Hash Brown,Fast Foods,271,16.3,2.48,28.56,0.54,2.8,2.327,19,0.56,341,20,25.76,-3.09,0,0.3,0.24,8055,5065
173304,McDonalds Mcflurry With Oreo Cookies,Fast Foods,165,5.66,3.97,25.55,21.19,0.1,2.577,129,0.61,198,14,25.45,-0.171,14.2,0.89,0.18,1716,364
173311,McDonalds Pancakes,Fast Foods,272,8.06,4.05,46.08,20.58,0.9,0.818,57,1.28,125,13,45.18,4.813,7.75,5.06,0.18,863,2087
173313,McDonalds Fruit N Yogurt Parfait (Without Granola),Fast Foods,90,1.13,2.47,17.67,11.9,0.9,0.004,87,0.36,165,12,16.77,-1.091,6.97,0.75,1.78,10,33
173329,Ravioli Meat-Filled With Tomato Sauce Or Meat Sauce Canned,Prepared Meals,97,3.41,3.24,13.26,1.97,1.5,1.46,12,1.09,178,12,11.76,-1.16,0,1,0.97,1617,237
173331,Chicken Pot Pie Frozen Entree Prepared,Prepared Meals,204,11.85,5.11,19.21,2.26,1.1,4.365,20,0.76,110,11,18.11,2.298,0.42,0.49,0.1,3613,3302
173344,Pulled Pork In Barbecue Sauce,Prepared Meals,168,4.42,13.19,18.74,15.2,1.2,1.416,44,1.24,305,22,17.54,4.834,3.38,6.36,5.46,1813,757
173345,Corn Dogs Frozen Prepared,Prepared Meals,250,12.02,8.57,26.96,7.54,1,3.466,72,1.9,125,17,25.96,8.467,6.23,0.62,0,4732,3354
173346,Chicken Tenders Breaded Frozen Prepared,Prepared Meals,240,13.58,14.62,14.86,0.57,1.7,2.437,39,0.84,281,29,13.16,7.365,0.33,0.12,0,4081,6235
173418,Cream Cheese,Dairy and Egg Products,350,34.44,6.15,5.52,3.76,0,20.213,97,0.11,132,9,5.52,2.69,0,0,0,8907,1483
173461,Dulce De Leche,Dairy and Egg Products,315,7.35,6.84,55.35,49.74,0,4.534,251,0.17,350,22,55.35,-0.734,41.77,1.7,0.32,2143,375
173469,Apple Cider Vinegar,Spices and Herbs,21,0,0,0.93,0.4,0,0,7,0.2,73,5,0.93,-1.467,0,0.1,0.3,0,0
173504,Babyfood Vegetable Green Beans And Potatoes,Baby Foods,62,1.9,2.2,9,2.35,1.4,1.117,60,0.5,148,20,7.6,-1.094,0.21,0.33,0.37,539,132
173510,Babyfood Vegetable Butternut Squash And Corn,Baby Foods,50,0.6,2,9.26,2.93,2,0.095,32,0.4,352,26,7.26,-6.252,2.25,0.23,0.3,166,280
173529,Babyfood Cereal Mixed Prepared With Whole Milk,Baby Foods,96,3.38,4.14,12.3,4.78,0.8,1.745,220,10.43,166,20,11.5,-0.494,0,0,0,855,359
173534,Babyfood Cereal Rice With Bananas Prepared With Whole Milk,Baby Foods,86,3.32,3.57,10.49,6.13,0.1,1.798,156,3.63,180,20,10.39,-0.57,0,0,0,826,294
173590,Salad Dressing Italian Dressing Fat-Free,Fats and Oils,47,0.87,0.97,8.75,8.85,0.6,0.295,30,0.4,102,5,8.15,1.835,0.29,2.82,5.59,235,192
173591,Salad Dressing Ranch Dressing Fat-Free,Fats and Oils,119,1.92,0.25,26.51,5.35,0.1,0.447,50,1.05,111,8,26.41,1.101,1.57,1.91,0.42,388,698
173592,Salad Dressing Ranch Dressing Regular,Fats and Oils,430,44.54,1.32,5.9,4.69,0,6.964,28,0.3,64,5,5.9,5.683,1.86,0.78,0.68,9202,25796
173593,Salad Dressing Ranch Dressing Reduced Fat,Fats and Oils,196,12.42,1.25,21.33,3.77,1.1,1.25,40,0.69,132,6,20.23,4.291,0.89,0.66,0.61,2794,4213
173594,Salad Dressing Mayonnaise Light,Fats and Oils,238,22.22,0.37,9.23,3.56,0,3.446,6,0.14,31,2,9.23,-0.048,1.28,1.07,1.22,5010,12993
173660,Pepsico Quaker Gatorade G Performance O 2 Ready-To-Drink.,Beverages,26,0,0,6.43,5.24,0,0,1,0.05,15,0,6.43,0.041,0.92,2.19,1.82,0,0
173691,Fish Salmon Sockeye Raw,Fish,131,4.69,22.25,0,0,0,0.814,9,0.43,367,30,0,11.762,0,0,0,1371,1115
173733,Beans Baked Canned With Pork And Tomato Sauce,Beans and Lentils,94,0.93,5.15,18.69,5.67,4,0.293,56,3.24,295,34,14.69,-1.031,3.36,1.2,1.03,277,157
173745,Beans Navy Mature Seeds Raw,Beans and Lentils,337,1.5,22.33,60.75,3.88,15.3,0.17,147,5.49,1185,175,45.45,-5.516,3.33,0.21,0,128,873
173746,Navy Beans,Beans and Lentils,140,0.62,8.23,26.05,0.37,10.5,0.098,69,2.36,389,53,15.55,-1.138,0.37,0,0,142,490
173796,Beans Pinto Mature Seeds Cooked Boiled With Salt,Beans and Lentils,143,0.65,9.01,26.22,0.34,9,0.109,46,2.09,436,50,17.22,-1.259,0.34,0,0,106,188
173806,Dry Roasted Peanuts,Nuts and Seeds,587,49.66,24.35,21.26,4.9,8.4,7.723,58,1.58,634,178,12.86,6.55,4.9,0,0,26181,9773
173861,Dutch Brand Loaf Chicken Pork And Beef,Meats,273,22.91,12,3.93,0.9,0.3,8.806,7,0.16,210,15,3.63,5.367,0,0.48,0.11,11132,2972
173904,Oats Regular And Quick Not Fortified Dry,Breakfast Cereals,379,6.52,13.15,67.7,0.99,10.1,1.11,52,4.25,362,138,57.6,9.67,0.99,0,0,1980,2300
173907,Quaker Instant Oatmeal Maple And Brown Sugar Dry,Breakfast Cereals,368,4.63,9.2,76.91,30.02,7.2,0.793,226,8.22,424,88,69.71,1.298,29.29,0.51,0.18,1454,1622
173910,Post Shredded Wheat Original Big Biscuit,Breakfast Cereals,337,2.01,11.37,78.96,0.94,12.4,0.41,56,2.63,381,130,66.56,7.26,0.55,0,0,290,1220
173917,Farina Enriched Cooked With Water With Salt,Breakfast Cereals,53,0.34,1.82,10.92,0.76,0.8,0.066,97,5.33,23,7,10.12,0.33,0.07,0,0,38,126
173964,Red And White Currants,Fruits,56,0.2,1.4,13.8,7.37,4.3,0.017,33,1,275,13,9.5,-4.259,0.61,3.22,3.53,28,88
174063,Soup Clam Chowder New England Reduced Sodium Canned Ready-To-Serve,Soups and Sauces,70,4.23,2.33,5.68,0,0.8,0.701,14,0.56,337,13,4.88,-5.346,0,0,0,908,1997
174074,Sauce Enchilada Red Mild Ready To Serve,Soups and Sauces,30,0.91,0.62,4.87,1.83,0.5,0.111,7,0.67,101,6,4.37,-1.669,0.43,0.59,0.81,68,276
174119,Ice Mocha,Beverages,60,0.98,1.48,11.42,9.23,0,0,52,0.09,136,9,11.42,-0.874,6.11,0.37,0,0,0
174121,Citrus Green Tea,Beverages,1,0,0,0.31,0,0,0,1,0,13,0,0.31,1.045,0,0,0,0,0
174178,Pepsico Quaker Gatorade G2 Low Calorie,Beverages,8,0.01,0.05,1.94,1.3,0,0,0,0,13,0,1.94,0.009,1.31,0,0.08,0,0
174196,Fish Flatfish (Flounder And Sole Species) Raw,Fish,70,1.93,12.41,0,0,0,0.441,21,0.18,160,18,0,11.283,0,0,0,535,374
174197,Flat Fish (Flounder Or Sole),Fish,86,2.37,15.24,0,0,0,0.542,25,0.23,197,22,0,13.84,0,0,0,657,459
174203,Imitation Crab Meat,Fish,95,0.46,7.62,15,6.25,0.5,0.216,13,0.39,90,43,14.5,10.969,2.95,2.68,0.62,275,143
174205,Blue Crab,Fish,83,0.74,17.88,0,0,0,0.201,91,0.5,259,36,0,9.825,0,0,0,129,258
174208,Crustaceans Lobster Northern Raw,Fish,77,0.75,16.52,0,0,0,0.181,84,0.26,200,38,0,7.74,0,0,0,220,296
174210,Crustaceans Shrimp Mixed Species Raw (May Have Been Previously Frozen),Fish,71,1.01,13.61,0.91,0,0,0.261,54,0.21,113,22,0.91,12.032,0,0,0,181,295
174214,Clams (Raw),Fish,86,0.96,14.67,3.57,0,0,0.187,39,1.62,46,19,3.57,12.537,0,0,0,120,192
174220,Raw Scallops,Fish,69,0.49,12.06,3.18,0,0,0.128,6,0.38,205,22,3.18,13.285,0,0,0,48,130
174277,Soy Sauce,Beans and Lentils,53,0.57,8.14,4.93,0.4,0.8,0.073,33,1.45,435,74,4.13,-1.423,0.1,0.3,0,88,263
174286,Beans Pinto Canned Drained Solids,Beans and Lentils,114,0.9,6.99,20.22,0.54,5.5,0.158,63,1.33,274,32,14.72,-0.28,0.54,0,0,153,273
174289,Hummus (Commercial),Beans and Lentils,237,17.82,7.78,15,0.62,5.5,2.562,47,2.54,312,75,9.5,1.343,0.34,0,0.28,5340,8812
174296,Canned Refried Beans,Beans and Lentils,83,0.87,5.28,13.5,0.59,4.7,0.142,35,1.7,344,38,8.8,-1.908,0.59,0,0,206,471
174523,Barbecue Sauce,Soups and Sauces,172,0.63,0.82,40.77,33.24,0.9,0.045,33,0.64,232,13,39.87,-4.524,2.68,16.39,14.17,82,101
174524,Sauce Salsa Ready-To-Serve,Soups and Sauces,29,0.17,1.52,6.64,4.01,1.9,0.021,30,0.42,275,15,4.74,-4.621,0.25,1.65,2.12,18,78
174546,Soup Tomato Canned Prepared With Equal Volume Low Fat (2%) Milk,Soups and Sauces,55,1.24,2.42,9.82,6.59,0.5,0.707,68,0.3,343,13,9.32,-4.946,0,1.72,2.26,356,113
174570,Roast Beef Deli Style Prepackaged Sliced,Meats,115,3.69,18.62,0.64,0.29,0,1.318,5,2.05,647,20,0.64,3.835,0,0.29,0,1521,270
174575,Pepperoni,Meats,504,46.28,19.25,1.18,0,0,17.708,19,1.33,274,18,1.18,8.777,0,0,0,20770,4458
174576,Pickle And Pimiento Loaf Pork,Meats,225,15.95,11.23,8.46,8.46,1.5,5.287,109,1.33,371,34,6.96,1.024,0,0,0,7060,2804
174643,Malt-O-Meal Golden Puffs,Breakfast Cereals,370,0.89,5.77,89.72,51.34,2.6,0.161,11,7.92,204,46,87.12,5.384,35.45,8.25,3.13,220,349
174649,Ralston Crispy Hexagons,Breakfast Cereals,379,0.95,5.94,86.78,13.79,1.5,0.263,8,27.93,224,16,85.28,-0.01,13.74,0,0.05,193,350
174655,Cream Of Wheat 2 1/2 Minute Cook Time Dry,Breakfast Cereals,355,1.41,11.61,71.79,0.47,4.4,0.253,882,32.02,160,46,67.39,4.363,0.39,0,0,175,630
174673,Pink Grapefruit,Fruits,42,0.14,0.77,10.66,6.89,1.6,0.021,22,0.08,135,9,9.06,-2.328,3.51,1.61,1.77,20,36
174683,Red Or Green Grapes (European),Fruits,69,0.16,0.72,18.1,15.48,0.9,0.054,10,0.36,191,7,17.2,-3.251,0.15,7.2,8.13,7,48
174687,Jackfruit,Fruits,95,0.64,1.72,23.25,19.08,1.5,0.195,24,0.23,448,29,21.75,-8.908,0.42,9.48,9.19,155,94
174787,Formulated Bar Luna Bar Nutz Over Chocolate,Snacks,403,12.19,20.75,52.49,16.9,4.3,5.523,886,14.2,412,329,48.19,10.349,9.26,1.05,0.37,2933,2714
174831,Coconut Water Ready-To-Drink Unsweetened,Beverages,18,0,0.22,4.24,3.92,0,0,7,0.03,165,6,4.24,-3.438,0.96,0.82,2.14,0,0
174832,Unsweetened Almond Milk,Beverages,15,0.96,0.4,1.31,0.81,0.2,0.08,184,0.28,67,6,1.11,-3.435,0.81,0,0,590,240
174899,Bagels,Baked Foods,264,1.32,10.56,52.38,8.43,1.6,0.36,219,3.57,107,29,50.78,2.97,0,2.34,2.89,390,526
174909,Bread Cornbread Dry Mix Prepared With 2% Milk 80% Margarine And Eggs,Baked Foods,330,9.58,6.59,54.46,16.05,2.3,3.732,135,1.85,133,17,52.16,12.688,14.45,0.29,0.2,3494,1963
174934,Chocolate Cake With Frosting,Baked Foods,389,20.05,3.48,52.84,39.96,2.2,5.917,30,3.04,270,31,50.64,-0.128,37.12,1.42,0.82,7343,4622
175037,Tortillas Ready-To-Bake Or -Fry Flour Refrigerated,Baked Foods,306,7.99,8.2,49.38,3.71,3.5,2.924,146,3.63,125,22,45.88,6.526,0.6,0.38,0.28,1751,2290
175140,Fish Sardine Pacific Canned In Tomato Sauce Drained Solids With Bone,Fish,185,10.45,20.86,0.54,0.43,0.1,2.684,240,2.3,341,34,0.44,12.554,0.03,0.23,0.17,4818,2111
175182,Canned Baked Beans,Beans and Lentils,94,0.37,4.75,21.14,7.96,4.1,0.071,34,1.19,224,27,17.04,-0.813,4.8,1.59,1.56,95,121
175200,Pinto Beans (Cooked),Beans and Lentils,143,0.65,9.01,26.22,0.34,9,0.136,46,2.09,436,50,17.22,-1.259,0.34,0,0,133,235